Diet Group,Sex,Age Group,Mean Acid,Mean Bio,Mean Eut,Mean Ghgs,Mean Ghgs Ch4,Mean Ghgs N2O,Mean Land,Mean Watscar,Mean Watuse
Low meat,female,60-69,27.37139527,252.4173456,21.15038519,5.284842157,1.033720099,0.384363858,8.421919905,16790.8816,508.6933498
Low meat,female,60-69,28.67105191,183.2982647,27.37693875,6.251064227,1.098067747,0.404932744,10.50383533,13970.00979,793.5516289
Low meat,female,60-69,29.56424043,241.4297035,25.8233343,5.125883683,1.024032112,0.359892354,6.889377344,15870.87735,591.1488656
Low meat,female,60-69,27.82976554,420.0091941,25.9585921,5.970787991,1.40475307,0.46120394,8.534859152,19285.83009,687.2653912
Low meat,female,60-69,26.02000693,413.1345752,24.21777664,6.117714656,1.299478931,0.441504868,8.401922519,17672.23977,610.7802451
Low meat,female,60-69,24.71923534,653.9991663,22.90930922,7.330618644,2.076528535,0.512002481,11.48686024,14383.70571,886.3270453
Vegan,female,60-69,13.66974587,120.8203972,14.16453739,2.709968872,0.144258411,0.201545204,5.351304306,16597.6277,517.1388773
Vegan,female,60-69,11.97344673,254.0816514,12.67996013,2.727806012,0.1470734,0.21369556,5.867590179,12074.58922,322.5931462
Vegan,female,60-69,12.11160106,102.691907,10.56323479,2.26390606,0.13274728,0.237210952,4.644770146,16004.94985,571.9630997
Vegan,female,60-69,10.26137034,117.3497413,9.461740071,2.459200853,0.156547362,0.222486269,4.795591636,11364.44618,547.7818721
Vegan,female,60-69,12.37645226,276.2832187,14.37476905,2.588410427,0.153714053,0.260181731,5.426350289,8052.158065,232.8460291
Vegan,female,60-69,11.11744076,85.65738669,12.67142363,2.319843365,0.119307485,0.197191472,4.677024088,19245.28152,402.5060493
Vegan,female,60-69,10.41571302,152.87251,11.69743785,2.710991376,0.162478878,0.227437232,5.174535152,12372.6733,396.4079413
Vegan,female,60-69,13.39688914,158.5408666,13.57952021,3.424059606,0.174071891,0.2972655,5.120288669,15375.21665,452.653454
Vegan,female,60-69,11.65775195,202.3188466,10.57825527,2.51445031,0.129486877,0.228716481,4.973781735,12975.38588,476.7566026
Vegan,female,60-69,18.51705099,127.159529,12.9944614,3.889924768,0.200236877,0.334137065,5.211469339,14780.30172,610.5896075
Vegan,female,60-69,11.01451566,228.3624355,10.9239403,2.491170254,0.153709257,0.203922794,4.936629998,12075.22826,390.6198666
Vegan,female,60-69,23.66364898,99.01873972,17.24107933,3.904224122,0.119912445,0.37363781,5.247967419,10685.72689,598.3578427
Vegan,female,60-69,10.54661213,133.2689551,12.44917384,2.630702805,0.186883852,0.24075332,4.726749383,17771.67368,399.9656839
Vegan,female,60-69,25.00420487,130.4958182,20.02310848,4.17492966,0.153304314,0.354431651,5.767895335,11646.04957,545.8562565
Vegan,female,60-69,10.78220487,88.07028379,9.421150818,2.247907467,0.11392351,0.208775945,4.72538771,21315.21828,409.4398877
Vegan,female,60-69,10.47511918,113.1525827,9.362120119,2.578447085,0.129506838,0.186174047,4.713866215,12592.14819,624.801659
Vegan,female,60-69,11.13009713,82.19844063,10.2681909,2.418914846,0.132324999,0.176774184,4.438963647,17257.71334,411.6045851
Vegan,female,60-69,12.18861376,126.7734378,10.67676227,2.494515956,0.149766231,0.212329501,4.184589838,24104.28899,543.1164843
Vegan,female,60-69,9.638116053,98.33395593,9.781661083,2.443535381,0.146714264,0.20493274,3.855072687,14786.63314,471.768983
Vegan,female,60-69,10.51047199,140.8803346,12.74810339,2.60732032,0.16386997,0.253303852,5.003221405,14982.38913,573.1629461
Vegan,female,60-69,12.28443823,90.8925517,11.39776737,2.347864756,0.106740537,0.206459953,4.656624614,14610.99445,397.6727596
Vegan,female,60-69,11.18873119,105.6644342,10.93825397,2.363293539,0.138265742,0.173096063,4.524626625,12991.10037,385.2355869
Vegan,female,60-69,11.77564755,103.1362537,10.9284261,2.567273438,0.144849218,0.185537848,4.667180563,23306.98194,581.3055737
Vegan,female,60-69,14.56894938,295.1843203,12.40127283,3.178950783,0.183053394,0.258130422,6.29727831,16008.27584,493.0151108
Vegan,female,60-69,10.18478281,94.63155763,9.052617759,2.816364568,0.132716361,0.204214968,3.891853819,20047.98517,435.0597769
Vegan,female,60-69,11.37118282,226.0916731,9.717517291,2.290920286,0.104848935,0.178183153,5.490360542,16637.78459,474.8162018
Vegan,female,60-69,10.75519821,86.48182511,10.10266365,2.310076805,0.164664636,0.188013441,3.916089336,21915.85737,509.5428208
Vegan,female,60-69,14.33931989,86.02339729,11.56031397,2.902060184,0.115508745,0.215366164,4.506778756,18405.68369,452.7108474
Vegan,female,60-69,11.33236686,153.6837311,11.16097808,2.893375201,0.158635259,0.237410973,4.945180317,13201.95966,337.2130637
Vegan,female,60-69,10.43077556,130.9563787,9.894759605,2.542486852,0.149563005,0.20919356,4.570757263,17049.72688,480.8035465
Vegan,female,60-69,10.15328435,175.6548747,10.72858214,2.721375324,0.210678321,0.237559389,4.892932859,20189.14057,686.6217738
Vegan,female,60-69,11.98040858,97.25673048,9.770851269,2.21874308,0.114525687,0.222284538,4.662714389,18302.77925,415.9712686
Vegan,female,60-69,11.93945901,136.439346,15.84772555,3.223096295,0.228627027,0.291258898,6.578343637,12293.26751,320.1693017
Vegan,female,60-69,10.18190673,127.821501,12.48152392,2.735492355,0.169612532,0.250492196,4.599730116,19244.12088,363.8791464
Vegan,female,60-69,10.88680106,135.3894949,9.380956176,2.486877087,0.123056528,0.186923779,4.790944773,29389.52065,577.6072914
Vegan,female,60-69,11.94320303,124.8274578,11.43904929,2.747255624,0.155290404,0.24323619,4.533554381,13615.6628,413.3785576
Vegan,female,60-69,11.67900589,131.8597634,11.04176418,2.554687784,0.172751523,0.23840543,4.34748249,12957.77951,413.8720947
Vegan,female,60-69,9.502778153,151.672195,11.90903592,2.848027644,0.206221889,0.262092804,4.804753222,21352.10277,401.7032351
Vegan,female,60-69,11.59241935,103.7431685,10.95735865,2.539635391,0.140548419,0.232631946,4.360081891,15224.28225,353.2312492
Vegan,female,60-69,15.56622166,123.2148026,12.69519544,2.92791207,0.183143345,0.291754817,4.952491218,12388.57059,406.8141692
Vegan,female,60-69,12.3892554,146.334928,10.45887288,2.783584383,0.159165147,0.261650955,4.706519153,16835.90518,369.3194135
Vegan,female,60-69,11.11130063,119.8173703,13.52451883,2.499280377,0.144036455,0.215778111,4.590302689,13893.45891,404.4638196
Vegan,female,60-69,11.79276555,137.4171334,10.21711413,2.362971163,0.122864468,0.209937255,4.818721592,14546.95705,337.6859665
Vegan,female,60-69,11.10236133,111.0776414,9.255253404,2.218202335,0.134167886,0.214501828,4.140105432,14083.16458,324.6327207
Vegan,female,60-69,16.30889237,97.37272435,12.74736246,3.387893867,0.126789277,0.232931795,4.306634243,19122.24852,534.904609
Vegan,female,60-69,11.48443401,148.5236985,10.92417586,2.796710552,0.156651272,0.246997489,4.864310006,20990.81562,395.9098129
Vegan,female,60-69,12.5170428,95.16994962,9.379930532,2.251838914,0.11631059,0.212765185,4.437960201,34942.74291,560.2860279
Vegan,female,60-69,12.80477704,112.2217924,12.30983341,2.60822091,0.14554625,0.222673975,4.719228575,11221.99556,283.8612169
Vegan,female,60-69,12.56927634,105.802073,14.38043895,2.716658784,0.164061214,0.191582422,5.099892776,14010.74164,376.3249476
Vegan,female,60-69,10.35061706,134.4351069,9.549611392,2.567087991,0.164228692,0.229780744,4.496672594,11458.32859,508.5974484
Vegan,female,60-69,22.69323788,118.8270369,15.19187574,4.049625,0.182162492,0.441858727,4.793626752,37488.69652,833.2932319
Vegan,female,60-69,11.68331825,140.8899558,11.01738594,2.705120294,0.179612305,0.280695759,4.09982046,12144.0448,459.9483574
Vegan,female,60-69,9.876258001,106.9236434,9.333086709,2.526590402,0.13947301,0.200000784,4.06825896,23360.31953,494.840901
Vegan,female,60-69,11.61031548,119.4321345,13.34026049,2.422827528,0.1369602,0.214501671,5.541554326,10478.90793,286.4596849
Vegan,female,60-69,11.75691824,109.8318284,11.75475695,2.626325846,0.125872567,0.21481621,4.480887171,22403.74112,515.0194572
Vegan,female,60-69,10.96941501,111.0707852,9.315231426,2.561870052,0.141390191,0.212138223,4.276397603,10569.99632,314.1671765
Vegan,female,60-69,11.89301611,100.1189086,14.26693254,2.588387671,0.139833074,0.21100428,4.135087252,16179.35661,465.8726094
Vegan,female,60-69,11.12638333,89.64214934,9.957995465,2.387386038,0.15541294,0.198781116,4.090595004,12430.37241,368.1416334
Vegan,female,60-69,11.02073041,102.9680197,9.265700948,2.456229533,0.143956281,0.212390999,4.270201094,19006.04287,475.9987203
Vegan,female,60-69,9.765346952,90.3496968,10.77024366,2.386895513,0.178774744,0.252526123,6.312879853,14468.17911,424.6273603
Vegan,female,60-69,11.74678159,89.01506509,10.8288881,2.49135447,0.121893888,0.250782734,4.995257326,12825.06897,329.8294221
Vegan,female,60-69,10.56653352,104.0261789,11.01962913,2.377697064,0.108710436,0.215337841,4.602235439,26047.03785,868.3210908
Vegan,female,60-69,12.14236881,128.4295324,11.46133968,2.660497436,0.144570414,0.262266921,4.529603747,13802.89205,367.7462369
Vegan,female,60-69,11.91846532,80.32138507,11.87495673,2.499183815,0.107031605,0.198499406,4.156998769,14451.68394,377.9127126
Vegan,female,60-69,10.47281721,81.60145051,9.925274699,2.384942489,0.119382922,0.199644269,3.635574798,12988.01578,345.9087463
Vegan,female,60-69,10.13890343,92.89600398,9.321975464,2.260677169,0.158094894,0.183040621,4.889289243,13560.39354,395.7164284
Vegan,female,60-69,12.44309397,75.25721836,12.98315081,2.581259076,0.11133904,0.189639936,3.982414956,13682.60269,374.0624968
Vegan,female,60-69,11.02001149,132.598056,11.43273899,2.917481815,0.144274279,0.223826872,4.205989595,17347.56797,526.4406673
Vegan,female,60-69,10.0133368,78.84713095,10.74218386,2.513523012,0.119557703,0.185947557,4.427521316,12035.2683,400.2664698
Vegan,female,60-69,11.98403551,116.1906587,13.49557797,2.478686706,0.162052515,0.225410099,4.258867527,10495.88106,378.505611
Vegan,female,60-69,15.54286518,136.9231949,16.46652418,3.609540922,0.168125106,0.246048323,4.532755837,23003.0944,534.9368865
Vegan,female,60-69,9.671772766,117.590853,9.293194838,2.638202994,0.140218806,0.219282564,4.772971716,11764.2247,416.5357047
Vegan,female,60-69,12.13866381,97.56710661,10.98650478,2.48973432,0.106985191,0.177570064,4.641135951,11667.81931,357.3700676
Vegan,female,60-69,14.60451709,136.2902762,15.97851379,2.947824981,0.162323977,0.249108411,5.493786432,15152.21568,525.5378262
Vegan,female,60-69,12.40277551,113.8958108,17.93432616,2.839858584,0.201159728,0.252025355,6.946060561,9782.308467,405.816297
Vegan,female,60-69,15.38830823,130.5167248,12.47025255,3.324658669,0.172833843,0.277384605,4.703267958,16010.29047,537.061465
Vegan,female,60-69,10.15054993,146.5375341,12.12840401,2.829449243,0.164772136,0.261937966,4.907036324,10830.17787,559.0525732
Vegan,female,60-69,11.14184534,278.2715079,10.84976158,2.636831133,0.155228284,0.219265872,5.911043154,16816.66602,424.3466448
Vegan,female,60-69,13.0688155,150.1638389,11.75387485,3.157435479,0.215915427,0.273999042,4.979692436,12603.93026,642.3456632
Vegan,female,60-69,11.54244768,130.7200414,9.894102352,2.496096844,0.144300198,0.204256055,4.363880105,24224.31794,494.0734205
Vegan,female,60-69,10.40321236,95.3972278,12.31865572,2.390843075,0.196097065,0.233296632,6.233150497,18135.22178,439.1408189
Vegan,female,60-69,9.452376172,76.13404559,8.736954188,2.288399873,0.106657413,0.155405781,3.683673788,10617.33925,526.7094553
Vegan,female,60-69,15.07581268,125.0267941,10.76640228,3.257956413,0.173902939,0.259378123,5.143628105,11957.67852,484.7543656
Vegan,female,60-69,10.96510326,275.0749575,10.57962211,2.477975949,0.139725461,0.258438751,5.266062878,12537.54092,600.3255669
Vegan,female,60-69,10.33886494,86.75573117,11.06922342,2.593245033,0.126868652,0.176066644,4.203492364,14613.394,321.3841321
Vegan,female,60-69,11.44698049,166.7052199,11.46260474,2.629740714,0.164653341,0.195293657,4.995249837,14340.54824,388.3972236
Vegan,female,60-69,11.77928878,145.9659313,13.33941566,2.743710059,0.176914098,0.228813672,4.380903798,19895.06532,481.3742215
Vegan,female,60-69,11.85726364,98.71390237,10.53676859,2.157160336,0.111808213,0.188513505,4.881658101,12451.8403,291.5593096
Vegan,female,60-69,11.6493268,96.44659706,13.1243041,2.491782173,0.116225527,0.229754593,4.416066248,12202.06778,356.3870152
Vegan,female,60-69,10.58822499,70.49555298,10.85366942,2.115134358,0.102129693,0.156743916,3.742462714,11509.82884,394.4608591
Vegan,female,60-69,14.22266755,144.2357654,12.46515161,3.371859226,0.174385071,0.25232797,5.584071933,13402.22545,485.878008
Vegan,female,60-69,11.1665225,105.8910905,11.40484765,2.435550037,0.142821984,0.197550894,4.259850226,13905.33678,386.9114181
Vegan,female,60-69,11.11699441,244.3366891,9.665118582,2.508264327,0.123528363,0.182355996,6.039913216,12064.03632,554.6195261
Vegan,female,60-69,10.94685842,122.639286,13.45224235,2.796091883,0.19781555,0.266945067,7.083598249,16452.56102,358.9055519
Vegan,female,60-69,11.94451282,88.7116651,9.881502082,2.36619711,0.108703398,0.188755101,4.473238855,19676.29921,369.8991284
Vegan,female,60-69,11.28617029,133.5669384,10.45815634,2.69850629,0.162779307,0.238018873,4.14742001,10365.81395,368.5739355
Vegan,female,60-69,10.64108697,112.7378853,9.085205116,2.664464746,0.132650358,0.216896384,4.334389245,9763.831155,312.771548
Vegan,female,60-69,14.12431965,149.1948101,13.02088681,3.298126814,0.176574887,0.254686573,5.170556912,12818.29532,474.8847202
Vegan,female,60-69,12.17162031,104.3489103,12.10376495,2.770118307,0.119263509,0.199788369,4.933661466,15571.11073,733.3486239
Vegan,female,60-69,13.62045088,101.766337,13.43385828,3.37478765,0.127950781,0.226030923,5.047644704,11452.73072,469.4823553
Vegan,female,60-69,11.167488,91.16809738,10.97752742,2.381060217,0.128843527,0.206374682,4.578309145,19816.72015,423.3540085
Vegan,female,60-69,11.98979149,175.8189602,12.45326105,3.028457743,0.189780517,0.268447551,5.890070602,11299.00897,475.4239779
Vegan,female,60-69,12.43002019,89.70026909,13.74996767,2.619994004,0.128593178,0.209794574,4.094140133,14823.91946,438.0760625
Vegan,female,60-69,12.2647898,123.5610023,12.75468237,2.621805898,0.157268283,0.218189432,4.407545274,16356.75245,440.5085398
Vegan,female,60-69,18.65337969,82.60951906,14.25351631,3.851508301,0.127719885,0.307745813,4.843383387,15582.74981,592.4503454
Vegan,female,60-69,10.73873307,101.5877804,10.68575596,2.503616755,0.190150324,0.181368427,4.515634995,17984.07619,409.3672196
Vegan,female,60-69,13.24636441,101.4107915,11.46447029,2.857076182,0.132258745,0.233138153,4.591848128,13406.50778,448.9512249
Vegan,female,60-69,11.12850469,160.3883166,11.30533107,2.664413023,0.208568823,0.281305031,4.296677927,12052.804,342.0225294
Vegan,female,60-69,10.98060123,114.5014692,10.07756799,2.61248414,0.150277675,0.212092272,4.684561383,35378.38888,588.5272759
Vegan,female,60-69,10.47880982,105.8498193,11.15477782,2.368551223,0.149886458,0.212943876,3.951548954,19159.5063,517.21552
Vegan,female,60-69,11.21402338,169.161282,9.82427673,2.747774352,0.19832187,0.228540921,5.114175141,9897.059964,312.8367975
Vegan,female,60-69,15.29152299,293.9165114,13.49155258,3.552694501,0.175433989,0.28734588,6.548890224,18778.05362,808.4513481
Vegan,female,60-69,14.21802646,217.4130857,13.55109325,2.594447963,0.108172449,0.228502848,5.518208093,11771.666,309.8430412
Vegan,female,60-69,12.35857101,85.4356045,13.29519352,2.379261157,0.110294585,0.202786646,4.533359576,17728.81577,535.1033
Vegan,female,60-69,10.76441837,128.313184,10.95393002,2.926050432,0.143147179,0.220826155,4.180053624,10602.89208,375.3759287
Vegan,female,60-69,11.50028503,139.577646,9.919246121,2.566358665,0.180509151,0.217982507,4.794939462,18063.69921,394.4596802
Vegan,female,60-69,9.995370577,115.5207146,10.17213277,2.421483182,0.134021036,0.184780683,4.769407275,15513.21002,416.0516243
Vegan,female,60-69,13.7972026,155.0517877,15.09278898,2.900788335,0.153545436,0.24720877,5.426881209,17274.91895,402.3841809
Vegan,female,60-69,10.62306288,94.36832063,10.78482335,2.403079373,0.12526191,0.182408091,3.907990795,10738.61928,411.5124674
Vegan,female,60-69,18.67507214,109.0902338,16.70951417,3.768133124,0.163718879,0.315824824,5.813713193,15447.43598,526.1012624
Vegan,female,60-69,11.79876412,77.13995974,15.04693972,2.473346737,0.121186644,0.243082033,3.527247546,12454.22841,410.598599
Vegan,female,60-69,11.66826643,85.11196021,9.748489936,2.390864975,0.108910722,0.188884645,3.994167305,16412.98411,393.2234689
Vegan,female,60-69,10.43536421,129.2121091,8.871030226,2.293679765,0.160228519,0.201436953,4.316976744,11256.17975,425.7939158
Vegan,female,60-69,10.5334673,106.3242297,9.45344749,2.362832259,0.14180605,0.19586678,3.816108826,20583.07169,504.4249567
Vegan,female,60-69,10.80550031,69.50467234,9.475039394,2.029033213,0.112093907,0.202665924,3.808641086,13788.22516,314.1621324
Vegan,female,60-69,11.63769745,150.0719604,11.99634252,2.977994641,0.216556994,0.275831316,4.080986015,12880.98829,294.2927477
Vegan,female,60-69,16.54015397,94.52628019,13.70745813,3.110963948,0.128900604,0.2162586,4.813516293,11835.2275,384.5732074
Vegan,female,60-69,12.13790409,139.522283,13.30665411,2.719981794,0.182895221,0.203462155,4.617611476,12846.98478,360.9313423
Vegan,female,60-69,14.18706205,108.3626355,14.81063841,2.55323015,0.115284708,0.204614909,4.995855548,18347.01008,428.0864042
Vegan,female,60-69,12.1430891,117.878444,11.21126503,2.299039219,0.13362301,0.212825316,5.127089427,20571.55195,604.1341731
Vegan,female,60-69,10.36885002,257.057963,9.781028118,2.593187977,0.175064409,0.231151324,6.357845322,13235.24377,348.7574056
Vegan,female,60-69,10.37622932,86.95264034,10.06096341,2.253799059,0.115832296,0.212557183,4.294558494,18503.26893,457.2271086
Vegan,female,60-69,13.07894862,171.6787367,10.6216407,3.290723166,0.250181967,0.307810332,4.520180167,20874.4167,513.4112958
Vegan,female,60-69,10.41827036,100.1224079,9.085090138,2.387778924,0.151335601,0.241414519,4.205500827,15575.78465,388.3254815
Vegan,female,60-69,12.00214925,70.35109841,9.964624655,2.360732516,0.1029048,0.188221148,3.659429245,20631.7553,425.1681516
Vegan,female,60-69,11.32810952,125.933407,10.38775202,2.802248812,0.163992553,0.260923277,4.223913553,8319.434972,288.290622
Vegan,female,60-69,12.18898514,92.28603494,13.15937828,2.3623542,0.115992321,0.180617959,4.641927486,12801.61892,391.0727942
Vegan,female,60-69,12.90268206,125.7875606,14.31803058,2.916973762,0.156348357,0.184048913,5.17321599,17611.39528,527.812079
Vegan,female,60-69,10.46305326,159.2824401,10.69958645,2.415249192,0.153618717,0.199490465,4.319973783,24045.10184,442.2637489
Vegan,female,60-69,10.6111959,157.5230747,9.458665739,2.654870109,0.13098198,0.218901612,4.708282253,13453.07721,334.6151669
Vegan,female,60-69,11.91529042,170.5051632,11.43571447,2.743988064,0.205899425,0.290136291,4.932060414,17239.66752,763.5318405
Vegan,female,60-69,10.66025732,137.6351499,11.77999732,3.020626806,0.189059057,0.243588948,3.867995182,17565.25761,395.1186726
Vegan,female,60-69,9.80159725,120.5431217,8.330042175,2.530824289,0.141354176,0.226030549,4.051212778,22441.9735,391.0090949
Vegan,female,60-69,12.35371679,84.97287255,10.78974213,2.269964735,0.110784907,0.193501542,4.12100138,12934.59527,406.5894007
Vegan,female,60-69,9.712960996,85.08436643,8.734291486,2.253550001,0.128006007,0.204598647,4.866273809,19073.39718,694.9105003
Vegan,female,60-69,11.19524891,150.0810226,12.09428543,2.693186048,0.14616563,0.196799382,5.077047279,24739.2542,552.5879422
Vegan,female,60-69,11.59799144,94.64953729,9.336491289,2.788547764,0.125971956,0.19486028,3.985049035,11981.83566,350.7729
Vegan,female,60-69,10.15973563,127.9561589,10.05138693,2.526723388,0.141290604,0.240811963,4.710963509,11492.33882,398.3133774
Vegan,female,60-69,11.93295628,132.9335135,11.81474995,2.514284721,0.14045989,0.225190227,4.860317628,10241.14825,340.4081958
Vegan,female,60-69,10.98703468,274.2853306,9.336150918,2.332853792,0.179351681,0.248755338,5.84183423,20645.26151,461.4705252
Vegan,female,60-69,9.468222816,108.0752233,11.24493005,2.390978329,0.139411925,0.212330359,4.152853911,16177.84643,360.9619701
Vegan,female,60-69,10.89094271,208.6188893,11.04059187,2.220430037,0.11696223,0.185241376,4.968797667,13429.74376,393.1011478
Vegan,female,60-69,10.58340571,229.6466566,9.606509668,2.484713018,0.111986774,0.193744859,5.639933207,12173.81233,306.7680911
Vegan,female,60-69,10.01747502,85.92193595,10.54061983,2.487818728,0.117906521,0.22149656,4.876477771,13335.89612,611.7979541
Vegan,female,60-69,15.87574888,147.7230188,13.83401719,2.884491232,0.142369188,0.264082609,5.27809352,14227.01401,440.2818667
Vegan,female,60-69,11.06281942,116.2287164,11.39676884,2.302431499,0.157329795,0.201304226,5.44807247,11508.31693,352.0505651
Vegan,female,60-69,11.89246045,105.49443,9.315067551,2.518012577,0.116534641,0.229742176,4.225743618,13863.54221,463.6032127
Vegan,female,60-69,10.76871235,95.76091938,10.94982265,2.620995811,0.127291577,0.18058359,4.337797716,13742.50349,339.9374407
Vegan,female,60-69,15.53168018,106.3654444,12.80322613,2.60242277,0.12241612,0.25859805,5.249021685,18454.91195,508.4216117
Vegan,female,60-69,10.2282247,113.1215557,10.11509588,2.266078869,0.147892971,0.188488263,5.283122525,15886.21173,427.3962758
Vegan,female,60-69,10.67973267,119.5442895,9.820247322,2.569651927,0.118536616,0.177329864,4.504632108,12035.80206,629.6788951
Vegan,female,60-69,9.830994617,74.30576211,9.271183765,2.270595911,0.123764845,0.220074484,4.136361294,9049.775996,344.5922199
Vegan,female,60-69,10.42175054,232.9934236,9.571471287,2.354269398,0.101838381,0.187241487,5.388353415,22109.2878,639.2532921
Vegan,female,60-69,11.101094,207.7142958,8.122397952,2.571022316,0.135506749,0.200562135,5.273855015,16652.00834,327.0236839
Vegan,female,60-69,11.27020851,121.8648841,10.53504427,2.500283917,0.157685514,0.197689817,5.341488991,17544.34518,428.039964
Vegan,female,60-69,11.47543397,131.0623949,10.59564908,2.837883438,0.158417355,0.227131865,5.182914195,11510.53849,351.9828622
Vegan,female,60-69,10.59308008,87.43150494,9.154986975,2.100477775,0.118461705,0.176624718,4.274674726,18713.57263,410.7669575
Vegan,female,60-69,14.33010457,237.1561653,11.06791742,3.000471888,0.153672576,0.261383761,5.066668919,12718.47999,392.0661752
Vegan,female,60-69,10.84033828,154.1922556,9.866555509,2.820367149,0.200349656,0.235559672,4.518345224,11677.7406,330.9665698
Vegan,female,60-69,10.85673026,130.769997,10.83373081,2.840766821,0.162855852,0.232022233,5.634101527,9853.272048,553.0750817
Vegan,female,60-69,11.3391049,131.7801279,10.95980849,2.699119566,0.160432095,0.219515755,4.686176185,20888.41857,502.2077579
Vegan,female,60-69,14.91001657,100.8015958,12.49421479,2.682119259,0.109539367,0.241679897,5.38435263,18359.38313,487.4650067
Vegan,female,60-69,10.68673514,137.5598688,11.59336108,2.654235403,0.163834662,0.249025819,5.128184065,14360.37582,391.0320065
Vegan,female,60-69,11.3205244,116.9010168,10.22775173,2.293017839,0.142444615,0.194412905,4.939964562,15001.22288,448.9548746
Vegan,female,60-69,12.49941993,132.6559828,14.29677353,2.599428076,0.156002857,0.206169926,5.188529577,12862.92114,359.4495024
Vegan,female,60-69,11.02101635,139.8244604,10.84639848,2.579469579,0.179664551,0.265349862,4.23885431,15253.33369,372.2123503
Vegan,female,60-69,10.70417013,132.7858332,10.17610644,2.668457308,0.161561619,0.230245753,4.097892514,24286.72379,515.390106
Vegan,female,60-69,10.74802201,79.32190292,9.004686282,2.408132317,0.117660219,0.161718368,4.606870774,15363.55648,402.554637
Vegan,female,60-69,11.23691077,118.1610996,9.833104247,2.337852155,0.145199132,0.207829045,5.766907231,8817.138708,334.3787859
Vegan,female,60-69,11.25401606,136.7255217,9.668782711,2.331278864,0.160722139,0.229684674,5.289635075,10422.13336,355.8188899
Vegan,female,60-69,9.88148834,124.9812201,10.11776343,2.603521215,0.141251968,0.216366163,4.310127933,6910.638544,209.0211479
Vegan,female,60-69,15.23452968,128.8924171,11.69373227,3.380520052,0.152825169,0.244243322,5.246701362,16411.95011,488.1115666
Vegan,female,60-69,14.26191212,82.97197257,12.4921328,3.088813703,0.122730865,0.228438372,4.106838371,13615.79551,645.6355345
Vegan,female,60-69,16.15679087,98.7784611,11.11440303,3.39321464,0.142199238,0.248286589,4.629191854,26451.95118,637.6094312
Vegan,female,60-69,11.21053397,82.55096392,9.979482544,2.50834162,0.121511841,0.213582056,4.148998898,16592.3883,469.2307018
Vegan,female,60-69,11.25674229,105.7563743,10.77230889,2.461237194,0.123990755,0.222085581,4.906985612,18206.73911,654.360349
Vegan,female,60-69,12.29855696,136.8430693,14.53222183,2.765944873,0.155720731,0.239482068,4.328068222,9807.404647,228.2700492
Vegan,female,60-69,10.17989093,78.50804883,9.243576888,2.269498349,0.126539808,0.181691292,3.928211994,14687.31813,495.015602
Vegan,female,60-69,15.7423286,106.8959591,11.82663685,2.948238315,0.111408811,0.277594647,4.275697445,13149.7679,493.4880145
Vegan,female,60-69,11.59426285,100.4661294,11.22548329,2.390677099,0.140440455,0.20188781,4.519686125,11928.87422,354.4364498
Vegan,female,60-69,11.41925899,94.66847773,10.12432502,2.569217274,0.112085208,0.201016522,4.638520145,19986.36708,547.7641542
Vegan,female,60-69,9.871596517,129.0209644,10.69729933,2.762991516,0.160883762,0.223978715,4.555540099,11670.93071,364.9360134
Vegan,female,60-69,13.46392275,127.8859884,10.02669789,2.527857936,0.168798368,0.246030836,5.204795081,22658.33195,506.4772435
Vegan,female,60-69,11.18637857,114.0994384,10.86971142,2.404387808,0.148529544,0.204960337,4.823290323,13723.15114,325.0674974
Vegan,female,60-69,12.00840058,272.7221475,10.98487155,2.72498652,0.194985004,0.313572391,5.645968597,16430.94566,471.0671161
Vegan,female,60-69,11.15934068,98.90203697,9.958061883,2.408260078,0.126364466,0.21401996,4.819635403,16527.12856,481.0342543
Vegan,female,60-69,10.70333461,91.47432081,9.01125827,2.686059931,0.103512951,0.231135837,3.740549598,18012.14148,480.6540386
Vegan,female,60-69,12.07802919,137.4069775,11.17183552,2.568362212,0.176912591,0.274611165,5.396699214,16359.00108,401.7844396
Vegan,female,60-69,11.05578464,104.7125175,13.11877483,2.503677314,0.148637604,0.206246616,4.529311429,15982.06516,446.1276199
Vegan,female,60-69,11.60747638,134.3182462,10.68695942,2.62501778,0.16552815,0.239743958,4.108047029,21498.67211,506.3132441
Vegan,female,60-69,11.0040786,199.7039728,9.680052748,2.197579344,0.110781922,0.221130595,4.832955877,28176.93226,491.2225686
Vegan,female,60-69,11.35824294,158.7146458,10.70552924,2.625664783,0.182981189,0.26213894,4.613889687,12438.12745,359.2825547
Vegan,female,60-69,10.39063881,97.62210086,9.528212909,2.693108657,0.155477308,0.245979328,4.036915009,9024.628186,278.7062253
Vegan,female,60-69,10.24782311,128.6299474,9.410899816,2.477149758,0.156511817,0.203594948,4.595043927,21469.84834,434.4927605
Vegan,female,60-69,11.20711289,91.78615342,10.08622574,2.576414672,0.135445868,0.198963874,4.247628462,19006.44242,747.2954616
Vegan,female,60-69,11.64119951,104.9819179,9.953325185,2.337701139,0.113893488,0.207273007,5.003984639,17943.48845,485.9766832
Vegan,female,60-69,11.75786077,94.21756688,11.87052075,2.431053797,0.116392165,0.192958801,4.365076813,15158.96375,349.5163827
Vegan,female,60-69,10.36251568,96.67950506,9.287533209,2.329933124,0.122283192,0.17694985,3.817275274,14978.46826,469.2682632
